"1","[Millions of chained (2009) dollars]                                            ","","","","","","","","","","","","","","","","",""
"2","Annual data from 1999 To 2013","","","","","","","","","","","","","","","","",""
"3","Bureau of Economic Analysis","","","","","","","","","","","","","","","","",""
"4","Data published June 25, 2014     ","","","","","","","","","","","","","","","","",""
"5","File created 6/24/2014 4:02:54 PM","","","","","","","","","","","","","","","","",""
"6","","","","","","","","","","","","","","","","","",""
"7","Cautionary note on the use of data in millions of","","","","","","","","","","","","","","","","",""
"8","dollars -- The tables provided include estimates in ","","","","","","","","","","","","","","","","",""
"9","millions of dollars for NIPA series that appear regularly in the national income ","","","","","","","","","","","","","","","","",""
"10","and product account (NIPA) tables published in the Survey of Current Business. ","","","","","","","","","","","","","","","","",""
"11","The Bureau of Economic Analysis (BEA) generally does not include estimates at ","","","","","","","","","","","","","","","","",""
"12","this level of precision in the published tables because the associated sampling ","","","","","","","","","","","","","","","","",""
"13","and nonsampling errors are larger than this implied level of precision. Compared ","","","","","","","","","","","","","","","","",""
"14","with the published aggregates, the million-dollar estimates ","","","","","","","","","","","","","","","","",""
"15","are generally not any more accurate.","","","","","","","","","","","","","","","","",""
"16","","","","","","","","","","","","","","","","","",""
"17","","","","","","","","","","","","","","","","","",""
"18","Line","","","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"19","1","    Gross domestic product","A191RX1","12,071,355.0","12,565,164.0","12,684,428.0","12,909,717.0","13,270,043.0","13,773,988.0","14,235,557.0","14,615,196.0","14,876,787.0","14,833,557.0","14,417,943.0","14,779,350.0","15,052,373.0","15,470,712.0","15,761,308.0"
"20","2","Personal consumption expenditures","DPCERX1","7,788,142.0","8,182,101.0","8,387,516.0","8,600,363.0","8,866,170.0","9,205,644.0","9,527,791.0","9,814,874.0","10,035,540.0","9,999,243.0","9,842,939.0","10,035,856.0","10,291,309.0","10,517,605.0","10,727,884.0"
"21","3","  Goods","DGDSRX1","2,460,874.0","2,588,250.0","2,666,644.0","2,770,177.0","2,904,451.0","3,051,921.0","3,177,160.0","3,292,529.0","3,381,763.0","3,297,792.0","3,198,444.0","3,308,651.0","3,419,922.0","3,534,113.0","3,659,431.0"
"22","4","    Durable goods","DDURRX1","698,312.0","758,332.0","798,016.0","856,587.0","917,639.0","992,924.0","1,046,946.0","1,091,545.0","1,141,662.0","1,083,235.0","1,023,318.0","1,085,658.0","1,157,111.0","1,246,735.0","1,333,269.0"
"23","5","      Motor vehicles and parts","DMOTRX1","335,750.0","346,435.0","364,142.0","383,313.0","394,574.0","405,492.0","399,996.0","385,132.0","392,789.0","340,814.0","317,058.0","323,406.0","339,404.0","363,977.0","382,197.0"
"24","6","      Furnishings and durable household equipment","DFDHRX1","171,234.0","187,747.0","197,294.0","211,699.0","226,793.0","248,326.0","264,837.0","278,298.0","280,443.0","267,670.0","244,311.0","261,502.0","275,971.0","292,766.0","310,515.0"
"25","7","      Recreational goods and vehicles","DREQRX1","113,096.0","132,046.0","144,203.0","160,652.0","181,585.0","209,327.0","237,637.0","268,788.0","298,972.0","308,742.0","303,775.0","336,804.0","370,503.0","410,850.0","451,616.0"
"26","8","      Other durable goods","DODGRX1","105,980.0","115,397.0","112,918.0","119,881.0","131,131.0","142,773.0","153,326.0","164,427.0","172,196.0","166,497.0","158,174.0","164,876.0","173,672.0","183,637.0","196,959.0"
"27","9","    Nondurable goods","DNDGRX1","1,805,974.0","1,863,598.0","1,896,024.0","1,931,107.0","1,998,542.0","2,063,650.0","2,132,331.0","2,202,167.0","2,239,326.0","2,214,659.0","2,175,126.0","2,223,535.0","2,265,971.0","2,296,795.0","2,341,991.0"
"28","10","      Food and beverages purchased for off-premises consumption","DFXARX1","668,124.0","684,549.0","693,975.0","697,031.0","713,257.0","729,766.0","757,613.0","780,821.0","791,281.0","781,866.0","769,958.0","786,471.0","798,831.0","809,381.0","820,216.0"
"29","11","      Clothing and footwear","DCLORX1","243,190.0","254,958.0","257,369.0","265,228.0","278,318.0","291,162.0","306,770.0","317,445.0","323,901.0","322,312.0","306,499.0","322,664.0","334,950.0","338,872.0","343,299.0"
"30","12","      Gasoline and other energy goods","DGOERX1","302,321.0","294,435.0","294,152.0","296,443.0","296,758.0","299,290.0","297,997.0","297,429.0","296,838.0","283,403.0","284,500.0","282,220.0","275,221.0","271,468.0","272,267.0"
"31","13","      Other nondurable goods","DONGRX1","605,825.0","636,117.0","656,047.0","675,748.0","709,548.0","740,594.0","765,910.0","803,343.0","825,151.0","828,317.0","814,169.0","832,974.0","861,569.0","885,073.0","916,512.0"
"32","14","  Services","DSERRX1","5,344,758.0","5,611,558.0","5,736,252.0","5,839,992.0","5,965,617.0","6,154,108.0","6,349,438.0","6,519,763.0","6,650,409.0","6,700,632.0","6,644,495.0","6,727,177.0","6,871,126.0","6,982,672.0","7,067,739.0"
"33","15","    Household consumption expenditures (for services)","DHCERX1","5,205,822.0","5,459,377.0","5,568,165.0","5,649,906.0","5,761,719.0","5,946,686.0","6,143,369.0","6,284,954.0","6,409,210.0","6,427,132.0","6,368,478.0","6,448,877.0","6,592,033.0","6,689,389.0","6,780,522.0"
"34","16","      Housing and utilities","DHUTRX1","1,550,457.0","1,600,525.0","1,643,038.0","1,653,822.0","1,675,982.0","1,717,906.0","1,788,366.0","1,823,187.0","1,840,778.0","1,860,103.0","1,880,993.0","1,904,255.0","1,928,407.0","1,943,596.0","1,960,599.0"
"35","17","      Health care","DHLCRX1","1,178,313.0","1,218,812.0","1,279,578.0","1,355,577.0","1,392,522.0","1,442,266.0","1,490,444.0","1,525,245.0","1,563,233.0","1,598,825.0","1,627,380.0","1,649,189.0","1,693,290.0","1,738,367.0","1,780,130.0"
"36","18","      Transportation services","DTRSRX1","317,464.0","332,782.0","330,532.0","320,820.0","322,948.0","331,523.0","334,702.0","335,529.0","339,008.0","321,283.0","289,695.0","287,109.0","294,311.0","297,989.0","300,401.0"
"37","19","      Recreation services","DRCARX1","316,826.0","325,956.0","325,423.0","327,300.0","338,353.0","355,787.0","364,675.0","377,427.0","392,074.0","388,972.0","376,000.0","380,956.0","388,797.0","394,383.0","397,484.0"
"38","20","      Food services and accommodations","DFSARX1","511,361.0","534,650.0","533,653.0","541,717.0","561,600.0","584,207.0","605,102.0","624,667.0","632,592.0","626,109.0","600,334.0","609,606.0","634,037.0","656,782.0","675,182.0"
"39","21","      Financial services and insurance","DIFSRX1","598,668.0","659,236.0","645,974.0","641,679.0","643,080.0","668,733.0","704,086.0","720,065.0","742,536.0","737,423.0","718,955.0","733,929.0","755,965.0","746,020.0","757,627.0"
"40","22","      Other services","DOTSRX1","733,459.0","783,488.0","810,033.0","810,740.0","830,081.0","848,438.0","856,597.0","879,353.0","898,672.0","894,253.0","875,121.0","883,779.0","896,727.0","911,946.0","908,547.0"
